Script Name,Operator Chain
script_173121,{ee.ImageCollection||ee.FeatureCollection}->maskS2clouds->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->ee.Image.cat->estad->shape.map->parcelastats.map->Export.table.toDrive
script_173122,{ee.ImageCollection||ee.FeatureCollection}->maskS2clouds->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->ee.Image.cat->estad->shape.map->parcelastats.map->Export.table.toDrive
script_173123,{ee.ImageCollection||ee.FeatureCollection}->maskS2clouds->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->ee.Image.cat->estad->shape.map->parcelastats.map->Export.table.toDrive
script_173124,{ee.ImageCollection||ee.FeatureCollection}->maskS2clouds->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->ee.Image.cat->estad->shape.map->parcelastats.map->Export.table.toDrive
script_173125,{ee.ImageCollection||ee.FeatureCollection}->maskS2clouds->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->ee.Image.cat->estad->shape.map->parcelastats.map->Export.table.toDrive
script_173126,{ee.ImageCollection||ee.FeatureCollection||ee.FeatureCollection}->maskS2clouds->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->ee.Image.cat->estad->shape.map->parcelastats.map->Export.table.toDrive
script_173127,{ee.ImageCollection||ee.FeatureCollection}->maskS2clouds->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->ee.Image.cat->estad->shape.map->parcelastats.map->Export.table.toDrive
script_173128,{ee.ImageCollection||ee.FeatureCollection}->maskS2clouds->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->ee.Image.cat->estad->shape.map->parcelastats.map->Export.table.toDrive
script_173129,{ee.ImageCollection||ee.FeatureCollection}->maskS2clouds->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->ee.Image.cat->estad->shape.map->parcelastats.map->Export.table.toDrive
script_173130,{ee.ImageCollection||ee.FeatureCollection}->maskS2clouds->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->ee.Image.cat->estad->shape.map->parcelastats.map->Export.table.toDrive
script_173131,{ee.ImageCollection||ee.FeatureCollection}->maskS2clouds->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->ee.Image.cat->estad->shape.map->parcelastats.map->Export.table.toDrive
script_173132,{ee.ImageCollection||ee.FeatureCollection}->maskS2clouds->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->ee.Image.cat->estad->shape.map->parcelastats.map->Export.table.toDrive
script_173133,{ee.ImageCollection||ee.FeatureCollection}->maskS2clouds->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->ee.Image.cat->estad->shape.map->parcelastats.map->Export.table.toDrive
script_173134,{ee.ImageCollection||ee.FeatureCollection}->maskS2clouds->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->ee.Image.cat->estad->shape.map->parcelastats.map->Export.table.toDrive
script_173135,{ee.ImageCollection||ee.FeatureCollection}->maskS2clouds->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->ee.Image.cat->estad->shape.map->parcelastats.map->Export.table.toDrive
script_173136,{ee.ImageCollection||ee.FeatureCollection}->maskS2clouds->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->ee.Image.cat->estad->shape.map->parcelastats.map->Export.table.toDrive
script_173137,{ee.ImageCollection||ee.FeatureCollection||ee.FeatureCollection}->maskS2clouds->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->ee.Image.cat->estad->shape.map->parcelastats.map->Export.table.toDrive
script_173138,{ee.ImageCollection||ee.FeatureCollection}->maskS2clouds->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->ee.Image.cat->estad->shape.map->parcelastats.map->Export.table.toDrive
script_173139,{ee.ImageCollection||ee.FeatureCollection}->maskS2clouds->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->ee.Image.cat->estad->shape.map->parcelastats.map->Export.table.toDrive
script_173140,{ee.ImageCollection||ee.FeatureCollection}->maskS2clouds->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->SentinelCol.filterBounds.filterDate.filterMetadata->Sentinel.map->Sentinel_sin_nubes.median.rename->ee.Image.cat->estad->shape.map->parcelastats.map->Export.table.toDrive
